text,reason
consumo de carne vermelha e insustentavel ambientalmente e por conta dos processos de crueldade que envolvem a criacao,preocupação com a saúde ou ambiente
compromisso com o ambiente e por conta disso estou reduzindo cada vez mais as carnes ate parar de vez,preocupação com a saúde ou ambiente
pela forma como os animais sao tratados nos processos de producao,preocupação com a saúde ou ambiente
"me considero porque tiro a carne da minha alimentacao, alguns dias da semana para melhorar minha saude",diminui a frequência de consumo
"digestao dificil de carne vermelha, consciencia do tratamento oferecido a esses animais em matadouros",preocupação com a saúde ou ambiente
"tentei ser vegetariana, mas como nao consegui, retirei a carne vermelha, e tento reduzir o consumo de frango ou peixe",diminui a frequência de consumo
porquestoes ambientais e tambem de saude,preocupação com a saúde ou ambiente
"porque nao me abstenho em comer carnes animais, devido a presenca de aminoacidos essenciais exclusivos a esta natureza nutricional",não considera carne essencial
gosto da ideia de reduzir o consumo de carne,diminui a frequência de consumo
porque eu procuro ter habitos de consumo moderados e saudaveis,preocupação com a saúde ou ambiente
porque busco diminuir o consumo da carne e derivados,diminui a frequência de consumo
evito o consumo o maximo de carnes sempre que possivel,diminui a frequência de consumo
porque eu reduzir consideravelmente o meu consumo de carne nos últimos anos,diminui a frequência de consumo
porque foi uma acao intencional nao comer carne as segundas feiras e tambem reduzir o consumo de carne vermelha ja faz algum tempo que esse habito foi incorporado a minha rotina,diminui a frequência de consumo
"porque evito o consumo de carne, mas ainda nao consegui eliminar esse tipo de alimento da minha dieta",diminui a frequência de consumo
"sim, mas talvez reducetariano defina melhor",diminui a frequência de consumo
porque reduzi o consumo de carnes por opcao,diminui a frequência de consumo
tenho tentado reduzir o consumo de carnes vermelhas,diminui a frequência de consumo
porque so como carne de peixe e mariscos,exclui alguns animais
por motivos da consciencia do sofrimento do animal,preocupação com a saúde ou ambiente
pois diminui o consumo de proteina animal voluntariamente,diminui a frequência de consumo
"reduzi a carne por consciencia, para ajudar o meio ambiente",preocupação com a saúde ou ambiente
por reduzir a frequencia do consumo de carnes,diminui a frequência de consumo
para reduzir o impacto_ambiental que muitas das producões causam e evitar ingestao de transgenicos (muito utilizado nas racões desses animais) e antibioticos,preocupação com a saúde ou ambiente
"porque nao priorizo o consumo de carne nas refeicões, mas acredito que a proteina animal e necessaria a nosso organismo visto que somos seres onivoros",diminui a frequência de consumo
porque so consumo peixes como carne animal,exclui alguns animais
porque consumir esse tipo de alimento aumenta muito meus gastos com alimentacao e esse movimento me fez repensar sobre a exploracao animal e do meio ambiente que existem na producao de carnes,preocupação com a saúde ou ambiente
"alem dos indicados nas perguntas 19 e 20, mudancas climaticas, impactos na saude do consumo de carne vermelha",preocupação com a saúde ou ambiente
nao me considero apenas por motivo religioso nao como carne as sextas,outros
porque tenho pena da morte e nao concordo com o modo que os animais sao criados,preocupação com a saúde ou ambiente
pois reduzo intencionalmente o consumo de carne,diminui a frequência de consumo
tenho reduzido a ingesta de proteina animal,diminui a frequência de consumo
tento ao maximo reduzir meu consumo de carne com a intencao de me tornar vegetariana em algum momento,diminui a frequência de consumo
da carne vermelha principalmente pelo modo de producao em superescala e suas consequencias em ultima instancia pelo aumento de preco e inflacao,preocupação com a saúde ou ambiente
nao considero certa a criacao e o abuso sofrido pelos animais,preocupação com a saúde ou ambiente
"eu desejo muito me tornar vegana, mas minha dieta e toda baseada em carne e produtos derivados do leite atualmente, consegui reduzir drasticamente meu consumo de carne, mas o leite e queijo sao um problema pra mim, meu maior desafio",diminui a frequência de consumo
"pois devido a questoes econômicas, carnes mais caras e salarios mais baixos, nao posso consumir a quantidade de carne, porem, tambem estou diminuindo o consumo e buscando outras fontes de maior proteina",diminui a frequência de consumo
porque era vegetariana e voltei a comer peixe,exclui alguns animais
"eu nem sabia que tinha esse nome, mas agora que sei, me considero flexitariana porque entendo como problematico o consumo excessivo de carne alem disso, depois de morar com amigo vegetarianos, aprendi novas receitas e passei a deixar de sentir necessidade da carne",preocupação com a saúde ou ambiente
"busco reduzir o consumo de carne, so como frango e peixe que meu pai cria alem disso entendo que o sofrimento animal e mais uma face do capital atuando, portanto busco reduzir bastante o consumo e procurar outras formas de me alimentar",diminui a frequência de consumo
tentar causar algum impacto na industria da carne,preocupação com a saúde ou ambiente
"pois nao sinto prazer em comer carne com muita frequencia, chega a enjoar, e esta caro",diminui a frequência de consumo
"nunca gostei muito de consumir carne vermelha, entao acabei reduzindo a presenca na minha dieta",diminui a frequência de consumo
"principalmente pelo preco do acougue atualmente no brasil, e tambem porquestoes que ainda nao conseguiria ter uma vida zero carne e embutidos no momento, porquestoes financeiras para suplementos e consultas frequentes a nutricionistas",outros
pretendo eliminar a carne da minha dieta alimentar,exclui alguns animais
"nao faco questao de comer carne ha alguns anos, na tentativa de virar vegetariana, tive indicio de anemia e pra mim, nao faz sentido deixar de comer a carne e alimentar ainda mais a indústria farmaceutica, que e tao danoso quanto a agropecuaria entao resolvi diminuir o consumo na medida do possivel",diminui a frequência de consumo
porque escolho nao consumir alimentos de origem animal sempre que posso,outros
"nao como carne vermelha, nem frango, normalmente durante a semana no minimo dois dias nao como carne alguma",diminui a frequência de consumo
"ja fui vegetariana e voltei a consumir carne, mas ainda faco refeicões sem comer animais",diminui a frequência de consumo
"nao me considero, apenas porquestao financeira",outros
"nao me considero, nem havia pensado sobre o significado do termo",
como carne mas se nao tiver nao me faz falta,não considera carne essencial
"pois reduzi o consumo de carne por preocupava com o meio ambiente, clima, fatores politicos e econômicos do meu pais, alem de melhorar minha digestibilidade alimentar",preocupação com a saúde ou ambiente
de alguma forma o sabor da carne nao agrada o meu paladar como antes,não considera carne essencial
"sim, por mais que tenho marcado uma media de 3 vezes na semana , mas ja na metade do mes o consumo e muito reduzido entao fica mais no arroz , feijao e principalmente miojo ou sopa",diminui a frequência de consumo
"pois tenho uma certa consciencia sobre a indústria de animais e seus impactos,e procuro dimini meu consumo o maximo possivel, porem sem eliminar totalmente,por motivos pessoais",preocupação com a saúde ou ambiente
"porque cono muito mrnos carne do que ha cinco anos, e a carne nao mr parece tao saborosa quanto antes",diminui a frequência de consumo
"porque quando posso, prefiro uma alimentacao maior em proteinas vegetais",preocupação com a saúde ou ambiente
"me importo com os animais suficientemente para acreditar que eles tem sentimentos e merecem o meu respeito acredito que foram criados para glorificar a deus e nao para serem alimento, principalmente quando pensamos na forma como sao tratados dentro e fora de locais de abate, fica parecendo que alguns humanos agem sem alma alem disso, a natureza sofre cada dia mais com as atitudes dos seres humanos que insistem em se utilizar dela sem o menor respeito",preocupação com a saúde ou ambiente
porque a ingestao de carne me deixa indisposta,preocupação com a saúde ou ambiente
por me preocupar com o avanco do agronegocio,preocupação com a saúde ou ambiente
"busco ser ovolactovegetariano em algum momento, mas ainda nao cheguei la",diminui a frequência de consumo
porque nao como nunca carnes vermelhas e embutidos e apenas eventualmente carnes brancas,diminui a frequência de consumo
acredito que o consumo de carne na quantidade certa e ideal para manutencao da saude,preocupação com a saúde ou ambiente
"porque me preocupa a situacao alimentar e ambiental e a utilizacao irracional da agua e da terra para cultivo de graos para os animais, que nem serao alimentos para as pessoas daqui do brasil",preocupação com a saúde ou ambiente
"fui vegetariana por muitos anos ha menos de um ano voltei a comer carnes brancas entao, como meu costume e ser vegetariana, evito carnes em casa como mais fora",diminui a frequência de consumo
"melhor pra saude, doencas animais, orientacao inspirada",preocupação com a saúde ou ambiente
"nao me alimento de carnes normalmente, mas como peixe uma vez por mes para regular as bacterias do estômago e intestinos, alem de comer sardinha por conta de seu controle populacional por varios motivos adotei varias dietas, e hoje sou flexitariano para ter uma boa nutricao pessoal (a carne da menos energia que os vegetais) e, mormente, por razões ecologicas e sustentaveis (acredito que o veganismo e o vegetarianismo nao sao realmente sustentaveis, e que sua filosofia e boa e conveniente, mas falha, tendo-a adotado em partes, apos ter sido ja vegetariano e entao vegano)",preocupação com a saúde ou ambiente
"porque estou querendo reduzir a quantidade de carne que como, para um dia, talvez, parar de vez",diminui a frequência de consumo
"porque eu acredito no veganismo filosofica e politicamente, porem nao tenho dinheiro e saude o suficiente para parar com a carne completamente e tambem porque eu sou pobre entao as vezes nao como carne porque nao tenho dinheiro",outros
"porque ao reduzir o consumo de carnes, a minha qualidade de vida e muito melhor",preocupação com a saúde ou ambiente
porque consumo somente peixes e embutidos esporadicamente e em hipotese alguma inclui outras carnes,exclui alguns animais
ha 3 anos venho reduzindo o consumo de carne,diminui a frequência de consumo
"porque a muito tempo nao como carne de boi, frango, embutidos e nao pretendo comer, somente peixe, ovo e outros substitutos",exclui alguns animais
porque reduzi o consumo de carne nos últimos meses,diminui a frequência de consumo
"porque me preocupo com minha saude, o alto consumo de carne nao faz bem, porem nao consigo ser vegana no momento",preocupação com a saúde ou ambiente
"primeiro motivo devido ao sofrimento do gado ao longo da escala de criacao ate o abate, segundo devido as questoes ambientais de efeito estufa e desmatamento, terceiro que comer carne em excesso faz mal a saude, e quarto motivo e que nao consigo deixar de comer carne (na forma de churrasco e bacon), mas penso que reduzir esse consumo ajudara muito nos aspectos citados entao , me considero flexitariano pois dificilmente serei vegana ou vegetariana",preocupação com a saúde ou ambiente
e mais saudavel no sentido que diminui as doencas cardiacas (por causa da gordura animal),preocupação com a saúde ou ambiente
porque como carne (qualquer animal) apenas 2 vezes na semana,diminui a frequência de consumo
nao sinto necessidade de comer carne em todas as refeicões,não considera carne essencial
porque evito comer carne todos os dias da semana,diminui a frequência de consumo
porque adquiri a consciencia de que outros alimentos podem substituir a proteina animal,não considera carne essencial
porque evito comer certos tipos de carne,exclui alguns animais
porque nao consumo mais carne vermelha e esporadicamente como carne branca,diminui a frequência de consumo
"porque tirei da minha dieta mamiferos e aves, exceto ovos e laticinios, e ainda consumo peixes e camarões, nao sendo assim vegetariana",exclui alguns animais
"eu era vegetariano ha 2 anos, mas comecei a ter problemas financeiros, entao tive que comecar a dividir minha rotina alimenticia em casa e no ru assim, as vezes que vou para a ufac eu consumo a carne animal e em casa eu consumo as proteinas vegetais",diminui a frequência de consumo
"na verdade sempre fui bem restrito ao consumo de carnes como modo de vida mesmo, este termo era desconhecido pra mim ate entao, creio que seja bom para pessoas que gostam de se identificar em grupos, mas pra mim nao faz muita diferenca, nao gostava do termo vegetarianismo ou veganismo pois implica em muitas restricões",diminui a frequência de consumo
"porque nao gosto de carne, tenho do dos animais",exclui alguns animais
"carne e caro, da muito trabalho para fazer, legumes sao mais saudaveis e suficientes para uma boa alimentacao",preocupação com a saúde ou ambiente
porque eu entendo que minha forma de me alimentar e viver nao se encaixa completamente ao que se entende por vegetariano e vegano e para mim o flexitariano e o que melhor traduz minha forma de viver e consumir o alimento,outros
porque nao quero precisar repôr a vitamina b12 de forma artifical e possuo galinhas no quintal que fornecem ovos (os quais contem b12),preocupação com a saúde ou ambiente
tenho reduzido o consumo de carne drasticamente nao me considero vegetariana porque abro excecões em algumas ocasiões especiais ou especificas tambem nao deixei de comer peixe e frutos do mar,diminui a frequência de consumo
por reduzir o consumo de carne e querer ser vegetariana,diminui a frequência de consumo
"porque tenho evitado o consumo de carne, sobretudo de gado, de forma consciente, porquestoes ambientais, por criticas ao sistema de criacao e tambem passei a desgostar",preocupação com a saúde ou ambiente
"porque deixei de comer carne vermelha por problemas digestivos e tambem por conta da forma como o animal se tornou um produto e um caminho que qro seguir e nao comer mais qlqr tipo de animal
",exclui alguns animais
acho importante pra minha saude na verdade,preocupação com a saúde ou ambiente
"pois faco consumo reduzido de carnes e produtos carneos, incluindo em minha alimentacao mais alimentos de origem vegetal",diminui a frequência de consumo
"eu nao como mamiferos e derivados ha 30 anos minha dieta e ovo lacto peixe ( de alto mar) e frango ( de preferencia criado livremente com alimentado natural), nao como crustaceos tb",exclui alguns animais
"por conta alem do preco, da preferencia por outras coisas alem de carne e preocupacao com o meio ambiente e com os animais",preocupação com a saúde ou ambiente
por nao consumir carne todos os dias da semana,diminui a frequência de consumo
"tento diminuir o consumo, por nao concordar com a forma que criacao e abate",diminui a frequência de consumo
"eu resolvi diminuir o consumo de carne, mas nao abrir mao, porque gosto o primeiro motivo foi por saude, aprendendo sobre os beneficios, o segundo motivos tambem pelo meio ambiente, que aprendi que mesmo retirando a carne de apenas algumas refeicões, ja causa um impacto positivo",preocupação com a saúde ou ambiente
me sinto mais saudavel adotando essa medida,preocupação com a saúde ou ambiente
"tenho tentado reduzir o consumo de carne, principalmente a carne vermelha, por motivos de saude a longo prazo",preocupação com a saúde ou ambiente
"porque tenho buscado meios de reduzir meu consumo de carne, inclusive com ajuda profissional de nutricionista",preocupação com a saúde ou ambiente
"eu nao compro carne vermelha so compro, quase nunca, frango de granja e as vezes peixe, pois trabalho com pescadores artesanais mas se eu vou a alguma comunidade em que trabalho ou na casa de alguem que so tenha carne eu como",diminui a frequência de consumo
"porque tenho reduzido o consumo de carne, principalmente vermelha e embutidos",diminui a frequência de consumo
tento comer menos carne durante a semana,diminui a frequência de consumo
"porque eu evito comprar carne para consumo no meu dia a dia, mas em determinadas situacões sociais ainda faco o consumo de carne",diminui a frequência de consumo
"na verdade nunca tinha ouvido falar, mas me identifiquei por reduzir o consumo da carne durante a semana, procuro opcões mais em conta, que sejam gostosas e como gaúcha nao nego um churrasco, e por ter preferencia pela carne assada, nao uso tanto durante a semana nos pratos que faco, e dou preferencia pro frango, que minha cunhada cria solto, e confina somente pro abate ovos tambem compro dela e tambem me preocupo com tanto de bicho criado nos nossos pastos e o desmatamento causado pra aumentar ainda mais essa criacao, sendo que nosso povo na grande maioria nao tem dinheiro pra comprar essa carne",diminui a frequência de consumo
"me preocupo com as acões do agronegocio e seus impactos no meio ambiente e nas comunidades, bem como com o uso intensivo de agua e outros insumos me tornei flexitariana um pouco como consequencia da assinatura de uma cesta de orgânicos para que nao estragassem legumes/verduras, passamos a comer mais refeicões sem carne, ou com menos carne por exemplo, ao inves de fazer um prato de carne, muitas vezes faco uma receita com vegetais e uso um pedaco pequeno de carne ou embutido para dar gosto tenho a oportunidade de usar varios substitutos de qualidade, dada minha condicao econômica tal privilegio me permite ter acesso a alguns canais de distribuicao e de informacao outro ponto: eu tenho vergonha de comprar carne hoje, especialmente quando vemos que o quilo de osso ( que nem carne e) custa quase 20 reais! as pessoas estao passando fome, os trabalhadores estao sendo adoecidos e as empresas continuam fazendo lucros altos e uma vergonha!",preocupação com a saúde ou ambiente
estou reduzindo consideravelmente o consumo de carne e derivados,diminui a frequência de consumo
porque nao faco questao da carne nas refeicões e tambem porque os precos subiram muito o frango e a que mais gosto praticamente dobrou de preco comparado com o ano passado,diminui a frequência de consumo
"pois deduzo o consumo de carne ja nao como variedade alguma de cortes de boi e como pouco carne de porco ainda como carne de frango e peixe, mas e pouco nao me sinto bem comendo muita carne",diminui a frequência de consumo
gostaria de retirar ainda mais a carne das minhas refeicões,diminui a frequência de consumo
porque desejo diminuir o consumo de carne,diminui a frequência de consumo
por amor aos animais e problemas de saude,preocupação com a saúde ou ambiente
"pela vontade de parar de comer proteina animal por motivos de saude e ambientais, por saude (tenho gordura do figado) e pelo sofrimento animal em si tambem",preocupação com a saúde ou ambiente
por escolher nao comer carne e ir reduzindo,diminui a frequência de consumo
"eu me preocupo com essas questoes vivenciais dos animais e afins reduzi justamente por isso, por tambem perceber que existem substitutos otimos e que nao faz tanta falta assim 
nao chego a por em pratica de ver quais empresas fazem de fato isso, porque no final das contas eu vivo no brasil e a questao financeira pesa",preocupação com a saúde ou ambiente
quero reduzir consumo de carne tanto por motivos de saude quanto de reducao mesmo,preocupação com a saúde ou ambiente
"a 41 anos, consumo apenas peixe e frutos do mar, mesmo assim, eventualmente",diminui a frequência de consumo
reduzi significamente a quantidade do consumo de carnes,diminui a frequência de consumo
"reduzi o consumo porque minha filha e vegetai, e por consequencia diminui o consumo",diminui a frequência de consumo
pela diminuicao do consumo de carne e os principios aos animais,diminui a frequência de consumo
a pegada hidrica da carne e forma cruel da cadeia de producao da mesma,preocupação com a saúde ou ambiente
"ja fui vegetariana mudei para uma cidade onde era muito dificil manter esse estilo de dieta apesar disso, tento consumir o minimo de carne vermelha",diminui a frequência de consumo
porque acredito que meu consumo medio de carne seja menor que a media nacional,diminui a frequência de consumo
"o principal motivo foi minha esposa ter se tornado vegetariana, antes dela optar por essa escolha consumiamos carne diariamente, apos sua decisao, consumo carne apenas quando comemos fora ou pedimos algum delivery",diminui a frequência de consumo
porque reduzi o consumo de carnes a 1x/semana em media,diminui a frequência de consumo
"porque eu comia carne 2x por dia, hoje como somente 01 vez ao dia",diminui a frequência de consumo
por do dos animais e por nao sentir falta de fazer substiruicões a carne,exclui alguns animais
enjoei de carne e tenho pena dos animais morrerem,exclui alguns animais
por ser saudavel reduzir o consumo de carnes vermelhas,preocupação com a saúde ou ambiente
"pois priorizo nao comer carnes no dia a dia, porem nao me considero vegetariana por ainda consumir com uma certa frequencia",diminui a frequência de consumo
porque ainda nao consegui estabelecer uma rotina para parar 100% o consumo de carnes,diminui a frequência de consumo
"e muito dificil seguir uma alimentacao 100% vegetariana no dia a dia, devido a questao de tempo (estudo integralmente), alem de que nao sou eu que preparo minhas marmitas, logo e dificil exigir pratos mais ""elaborados"" para fazer",diminui a frequência de consumo
"minha alimentacao no dia-a-dia e praticamente vegana, mas vez ou outra ainda como queijos, pizza de calabresa e alguma preparacao com carnes principalmente qndo vou a casa de familiares onivoros",diminui a frequência de consumo
"porque estou paulatinamente diminuindo meu consumo de carne, sobretudo de vaca",diminui a frequência de consumo
por estar desenvolvendo consciencia sobre o assunto,preocupação com a saúde ou ambiente
"porque eu tento diminuir o consumo de carne no meu dia a dia, pra me acostumar e quem sabe virar vegetariana",diminui a frequência de consumo
porque so consumo carne de peixe e frutos do mar 1 vez por dia e ate menos,diminui a frequência de consumo
por uma questao ambiental e qualidade de vida dos animais tambem,preocupação com a saúde ou ambiente
"eu como peixe ou vegetais ou os dois ao mesmo tempo
",exclui alguns animais
"porque no decorrer da semana, tenho adotado o habito, sempre que possivel, de nao usar a carne como um elemento das preparacões que elaboro em casa o que permite que ao menos 3 ou 4 dias da semana nao haja consumo de carne na minha dieta",diminui a frequência de consumo
porque ao ver carnes lembro dos animais com do,exclui alguns animais
"nao conhecia o termo ate ver a pesquisa diante das diversas opcões existentes para optes refeicões variadas, retirar a carne eventualmente das refeicões nao me faz falta alguma",diminui a frequência de consumo
procuro comer um pouco de tudo e sei que nao preciso escolher carne todo o tempo,não considera carne essencial
porque acho carne cara e minha esposa e vegetariana,outros
porque ainda nao larguei totalmente o habito de comer carne por motivo de habito,outros
porque escolhi reduzir o consumo de carne,diminui a frequência de consumo
por estar reduzindo o consumo de carne porquestoes financeiras e orientacao medica,diminui a frequência de consumo
tenho apresentado as vezes certa aversao a carne e sinto minha digestao muito lenta quando consumo,preocupação com a saúde ou ambiente
"pois apesar de me preocupar com os animais, ainda possuo apreco pelo gosto das comidas que tem frango e peixe, ainda que em pequenas quantidades pretendo um dia parar de consumir carne, mas por hora, acho que a diminuicao do consumo ja ajudara de alguma forma",diminui a frequência de consumo
"tento reduzir ao maximo o consume de carnes ja tirei totalmente do cafe da manha e a janta, so como em alguns almocos ou ocasiões especiais",diminui a frequência de consumo
"devido a consciencia de que integramos um organismo vivo, o planeta o qual habitamos",preocupação com a saúde ou ambiente
porque so como carne em momentos de lazer,diminui a frequência de consumo
"decidi, desde o inicio do curso de nutricao, comecar a reduzir o consumo de carne iniciei com a reducao de carne vermelha, e atualmente pratico a “segunda sem carne”, as vezes aplicando mais de uma vez por semana",diminui a frequência de consumo
por nao me sentir bem ao comer muita carne,preocupação com a saúde ou ambiente
"na verdade, nunca havia me considerado flexitariano apenas decidi reduzir o consumo de carne",diminui a frequência de consumo
"porque me preocupo com questoes ambientais e climaticas e tenho consciencia do impacto da indústria da carne nesse cenario, ainda como carne pela praticidade pois moro num ambiente em que os demais consomem e nao preparo minha propria alimentacao",preocupação com a saúde ou ambiente
"porque eu passei 4 anos sem ingerir nenhum tipo de carne vermelha (incluindo porco tambem) e, hoje em dia, evito ao maximo se possivel",diminui a frequência de consumo
"me tornei flexitariano pelo fato de achar triste o tratamento dos animais no abate e ter empatia pelos animais depois disso, criei uma certa resistencia com o sabor da carne vermelha desde entao, busco reduzir meu consumo",exclui alguns animais
"porque tento reduzir o consumo de carnes em todas as refeicões, comendo apenas no almoco, e procuro nao consumir nenhuma carne em pelo menos um dia da semana",diminui a frequência de consumo
"minha esposa se tornou vegana ha um tempo desde que ela fez a transicao, a acompanho em boa parte das refeicões (quase todas quando comemos em casa)",diminui a frequência de consumo
por uma questao de equilibrio entre dieta e consumo sustentavel,preocupação com a saúde ou ambiente
"sinto uma digestao mais leve, ou simplesmente nao tenho vontade de consumir carne no dia",diminui a frequência de consumo
"nao gosto de comer carne vermelha, eu passo mal",exclui alguns animais
"eu sou na realidade um vegetariano que quando realmente nao tem nenhuma opcao proteica digna, come carne nao compro carne",exclui alguns animais
porque consumo carne vermelha exporadicamente e reduzo o maximo possivel o consumo de outras carnes de origem animal,diminui a frequência de consumo
Vontade de ser vegano sem abandonar a praticidade que consumir carne traz em certas situacões,outros
"porque eu nao tenho dinheiro para comprar carnes, como eu fazia antes",diminui a frequência de consumo
"porque costumo refletir sobre os maus tratos aos animais, porem ainda nao consigo eliminar das refeicões",preocupação com a saúde ou ambiente
sim pois nao estou me adaptando mais a comer carne vermelha,diminui a frequência de consumo
"na minha alimentacao cotidiana nao incluo carne de origem animal consumo esse tipo de alimento mais pela memoria afetiva disso (quando minha mae vem ate minha casa e cozinha, o que acontece 1x a cada 2 meses) ou porque estou num local em que nao ha nenhuma opcao vegetariana mas preferencialmente nao consumo",diminui a frequência de consumo
busco cada vez mais reduzir o que posso de carne animal na alimentacao ou consumi-las de maneira sustentavel,diminui a frequência de consumo
porque substituo a carne por outras opcões vegetais,exclui alguns animais
"nao conhecia o termo ate essa pesquisa, mas decidi reduzir o consumo por bem estar fisico (digestao lenta da carne)",preocupação com a saúde ou ambiente
ha 2 anos eliminei o consumo de carne vermelha,exclui alguns animais
porque tento diminuir o consumo de carne e nao faco consumo todos os dias da semana,diminui a frequência de consumo
"porque eliminei completamente carnes de boi, frango, porco, mas ainda consumo peixe em frequencia bem baixa, mas ainda consumo",exclui alguns animais
porque procuro algumas vezes na semana substituir alimentos de origem animal na minha refeicao,diminui a frequência de consumo
"decidi reduzir o consumo de carne porque desde crianca acho uma forma de maustratos aos animais, mas nao tive opcao de tirar de vez, pois sou de familia pobre, ao conhecer minha namorada que tive mais acesso a reduzir o consumo a quase zero, as vezes ainda como porque nao tenho outra opcao em casa, tenho um metabolismo muito rapido e a dieta que a nutricionista passou tem muito frango, mesmo assim tento reduzir meu corpo e muito magro e fraco, fica mais dificil de adentrar ao vegetarianismo sem condicões financeiras, pois dependo de um familiar pra me alimentar",exclui alguns animais
toda a semana eu evito comer carne nem que seja em um dia inteiro ou uma refeicao no dia,diminui a frequência de consumo
porque optei por nao excluir peixes e camarao da dieta,exclui alguns animais
"pois decidi nao comer mais carne vermelha e embutidos, mas decidi manter o consumo de frango e peixe, e, atualmente, nao tenho a intencao de progredir para uma dieta vegetariana",exclui alguns animais
a carne nao faz muita faltanao faz uma boa digestao,não considera carne essencial
"me considero socialmente carnivora nao tenho carne vermelha ou frango em casa ha 7 anos as vezes compro presunto/linguica/salsicha quando saio, como o que tenho vontade ja fui vegetariana, mas parei a maioria dos meus amigos e vegetariano ou vegano, se saio com eles acabo comendo as opcões veganas tbn",diminui a frequência de consumo
"nao me considero, adoro uma carne bem feita",outros
porque consumo carne de animais em poucas refeicões,diminui a frequência de consumo
"reduzi drasticamente o consumo de carne no meu dia a dia, mas aindo como em momentos de confraternizacao social com pessoas nao vegetarianas/veganas",diminui a frequência de consumo
porque busco nao ter proteina animais no maximo de refeicões que consigo,diminui a frequência de consumo
"nem sabia que existia esse termo, deixei de
comer por nao processar muito bem a carne vermelha",diminui a frequência de consumo
porque nao faco questao de ter carne nas principais refeicões do dia e com frequencia as dispenso,diminui a frequência de consumo
porque toda semana procuro nao comer carne ao menos um dia,diminui a frequência de consumo
porque nao como nada de carne 1 vez na semana e tento diminuir o consumo nos outros dias,diminui a frequência de consumo
"diminuo o consumo de carne pois acredito que a criacao de animais para consumo e cruel e contribui para o devastacao de biomas naturais, dessa forma compro frango, peixe e ovos orgânicos que sei da suavprocedencia, alem de diminuir a minha frequencia de vezes e a porcao comida em cada refeicao",preocupação com a saúde ou ambiente
"por ser adepta as causas animais e por fazer dieta para doenca renal crônica (necessidade de baixo consumo de proteina, principalmente carne vermelha)",exclui alguns animais
porque optei por reduzir o consumo de carne,diminui a frequência de consumo
como pouca carne e e comum fazer refeicões sem carne,diminui a frequência de consumo
"porque nao me agrada a indústria de carnes, porque flexibiliza a dieta acredito ser saudavel reduzir o consumo de carnes para mim e para o planeta",preocupação com a saúde ou ambiente
porque reduzir voluntariamente a quantidade de carne consumida,diminui a frequência de consumo
"porque eu fui obrigada a reduzir o consumo de carne devido ao aumento do preco dos alimentos, e tambem porque vi que reduzir o consumo de carne (comer menos vezes por semana) ja ajuda o meio ambiente entao adotei o dia sem carne na alimentacao",diminui a frequência de consumo
porque reducao a quantidade de consumo de produtos de origem animal,diminui a frequência de consumo
me esforco pra fazer refeicões sem carne e reduzi bastante o consumo de carne vermelha,diminui a frequência de consumo
"eu parei de comer carne no geral ja tem quase 3 anos, porem ainda me pego comendo frutos do mar, entao apesar de ter reduzido o consumo de alguns animais, ainda nao conseguir tira-los completamente da meu ha alimentacao, fora que ainda consumo ovos e laticinios no geral",diminui a frequência de consumo
confesso que conheci o termo nessa pesquisa,
eu nao me considero fui convivendo com pessoas que nao comem e fui observando que alimentacao com menos ingestao de carne me faz eu me sentir mais saudavel,diminui a frequência de consumo
nao gosto muito de carne e o financeiro e muito alto,diminui a frequência de consumo
"queria parar com a carne vermelha para diminuir minha ""pegada"" no mundo ainda nao parei totalmente porque consumo bacon de vez em quando mas um dia chego la",diminui a frequência de consumo
"evito comer carne ao maximo, alem disso, estou buscando diminuir o consumo de laticinios e processados de origem animal so como frango em situacões excepcionais como, festas, eventos e lanches de rua, coisa que nao acontece com frequencia",diminui a frequência de consumo
tento evitar consumo de carne nas segundas e sextas feiras,diminui a frequência de consumo
"embora nunca tive alto o consumo de carne, esse nome pode facilitar para auto-referencia aos outros",outros
religiao e textura da carne na mastigacao,outros
nao como carne vermelha nem de porco por opcao ha 3 anos,exclui alguns animais
"com o passar dos anos, venho gradativamente diminuindo o consumo de carnes",diminui a frequência de consumo
por exercer em semanas alternadas o consumo de carne,diminui a frequência de consumo
nao penso em deixar de comer carne porque gosto e ainda acho importante fonte de energia entretanto sou adepta do “menos e mais” acho um absurdo a “producao exagerada” de carnes que visa apenas o lucro cada vez maior,diminui a frequência de consumo
"por motivos relacionados a questao ambiental, de saude e sustentabilidade",preocupação com a saúde ou ambiente
"gosto de comer peixes e frutos do mar em ocasiões especiais, e um ritual afetivo que me conecta com os ancestrais pescadore 
como por exemplo leguminosas que foram cozidas com carne, quando vou a casa de familiares, amigos e restaurantes ñ vegetarianos, mesmo retirando a carne amo pirao e sempre quando vou a um lugar que tem ñ resisto, e porque acho que a flexibilidade e uma caracteristica da vida e a rigidez da morte, ja fui fundamentalista, rigido, e perdia muitos momentos legais de sociabilidade, entao aprendi a perdoar as excecões, ser flex me possibilita uma vida mais biodiversa e interessante",outros
sofrimento animal no processo de criacao e a exploracao de maneira desordenada,preocupação com a saúde ou ambiente
"porque prefiro evitar no maximo o consumo de carne, e quando o faco diminuio a quantidade de carne e incremento de vegetais",diminui a frequência de consumo
"porque ha quase 30 anos deixei de comer carne vermelha, procuro comer frango caipira comboa alimentacao e peixe",diminui a frequência de consumo
"pois eliminei a compra da maior parte de bichos,so tenho utilizado o que recebo ou ja estava no meu congelador so compro frutos dos mar, pois e dificil pra mim ainda largar",exclui alguns animais
